batter,season,full_name,birth_date,height,weight,current_age,bat_side,throw_hand,primary_position,height_inches,age
657098,2024,Tyler Webb,1996-04-15,"6' 0""",175,30,R,R,SS,72,28
657098,2025,Tyler Webb,1996-04-15,"6' 0""",175,30,R,R,SS,72,29
669274,2015,Edmond Americaan,1997-03-26,"6' 1""",170,29,L,L,OF,73,18
669274,2016,Edmond Americaan,1997-03-26,"6' 1""",170,29,L,L,OF,73,19
669274,2017,Edmond Americaan,1997-03-26,"6' 1""",170,29,L,L,OF,73,20
669274,2018,Edmond Americaan,1997-03-26,"6' 1""",170,29,L,L,OF,73,21
669274,2019,Edmond Americaan,1997-03-26,"6' 1""",170,29,L,L,OF,73,22
669274,2020,Edmond Americaan,1997-03-26,"6' 1""",170,29,L,L,OF,73,23
669274,2021,Edmond Americaan,1997-03-26,"6' 1""",170,29,L,L,OF,73,24
669274,2022,Edmond Americaan,1997-03-26,"6' 1""",170,29,L,L,OF,73,25
669274,2023,Edmond Americaan,1997-03-26,"6' 1""",170,29,L,L,OF,73,26
669274,2024,Edmond Americaan,1997-03-26,"6' 1""",170,29,L,L,OF,73,27
669274,2025,Edmond Americaan,1997-03-26,"6' 1""",170,29,L,L,OF,73,28
687714,2015,Jackson Cluff,1996-12-03,"5' 11""",181,29,L,R,SS,71,19
687714,2016,Jackson Cluff,1996-12-03,"5' 11""",181,29,L,R,SS,71,20
687714,2017,Jackson Cluff,1996-12-03,"5' 11""",181,29,L,R,SS,71,21
687714,2018,Jackson Cluff,1996-12-03,"5' 11""",181,29,L,R,SS,71,22
687714,2019,Jackson Cluff,1996-12-03,"5' 11""",181,29,L,R,SS,71,23
687714,2020,Jackson Cluff,1996-12-03,"5' 11""",181,29,L,R,SS,71,24
687714,2021,Jackson Cluff,1996-12-03,"5' 11""",181,29,L,R,SS,71,25
687714,2022,Jackson Cluff,1996-12-03,"5' 11""",181,29,L,R,SS,71,26
687714,2023,Jackson Cluff,1996-12-03,"5' 11""",181,29,L,R,SS,71,27
687714,2024,Jackson Cluff,1996-12-03,"5' 11""",181,29,L,R,SS,71,28
687714,2025,Jackson Cluff,1996-12-03,"5' 11""",181,29,L,R,SS,71,29
669200,2015,Mason McCoy,1995-03-31,"5' 11""",185,31,R,R,2B,71,20
669200,2016,Mason McCoy,1995-03-31,"5' 11""",185,31,R,R,2B,71,21
669200,2017,Mason McCoy,1995-03-31,"5' 11""",185,31,R,R,2B,71,22
669200,2018,Mason McCoy,1995-03-31,"5' 11""",185,31,R,R,2B,71,23
669200,2019,Mason McCoy,1995-03-31,"5' 11""",185,31,R,R,2B,71,24
669200,2020,Mason McCoy,1995-03-31,"5' 11""",185,31,R,R,2B,71,25
669200,2021,Mason McCoy,1995-03-31,"5' 11""",185,31,R,R,2B,71,26
669200,2022,Mason McCoy,1995-03-31,"5' 11""",185,31,R,R,2B,71,27
669200,2023,Mason McCoy,1995-03-31,"5' 11""",185,31,R,R,2B,71,28
669200,2024,Mason McCoy,1995-03-31,"5' 11""",185,31,R,R,2B,71,29
669200,2025,Mason McCoy,1995-03-31,"5' 11""",185,31,R,R,2B,71,30
666624,2015,Christopher Morel,1999-06-24,"6' 0""",200,26,R,R,LF,72,16
666624,2016,Christopher Morel,1999-06-24,"6' 0""",200,26,R,R,LF,72,17
666624,2017,Christopher Morel,1999-06-24,"6' 0""",200,26,R,R,LF,72,18
666624,2018,Christopher Morel,1999-06-24,"6' 0""",200,26,R,R,LF,72,19
666624,2019,Christopher Morel,1999-06-24,"6' 0""",200,26,R,R,LF,72,20
666624,2020,Christopher Morel,1999-06-24,"6' 0""",200,26,R,R,LF,72,21
666624,2021,Christopher Morel,1999-06-24,"6' 0""",200,26,R,R,LF,72,22
666624,2022,Christopher Morel,1999-06-24,"6' 0""",200,26,R,R,LF,72,23
666624,2023,Christopher Morel,1999-06-24,"6' 0""",200,26,R,R,LF,72,24
666624,2024,Christopher Morel,1999-06-24,"6' 0""",200,26,R,R,LF,72,25
666624,2025,Christopher Morel,1999-06-24,"6' 0""",200,26,R,R,LF,72,26
643599,2015,Harrison Wenson,1995-04-21,"6' 3""",235,31,R,R,C,75,20
643599,2016,Harrison Wenson,1995-04-21,"6' 3""",235,31,R,R,C,75,21
643599,2017,Harrison Wenson,1995-04-21,"6' 3""",235,31,R,R,C,75,22
643599,2018,Harrison Wenson,1995-04-21,"6' 3""",235,31,R,R,C,75,23
643599,2019,Harrison Wenson,1995-04-21,"6' 3""",235,31,R,R,C,75,24
643599,2020,Harrison Wenson,1995-04-21,"6' 3""",235,31,R,R,C,75,25
643599,2021,Harrison Wenson,1995-04-21,"6' 3""",235,31,R,R,C,75,26
643599,2022,Harrison Wenson,1995-04-21,"6' 3""",235,31,R,R,C,75,27
643599,2023,Harrison Wenson,1995-04-21,"6' 3""",235,31,R,R,C,75,28
643599,2024,Harrison Wenson,1995-04-21,"6' 3""",235,31,R,R,C,75,29
643599,2025,Harrison Wenson,1995-04-21,"6' 3""",235,31,R,R,C,75,30
672386,2015,Alejandro Kirk,1998-11-06,"5' 8""",245,27,R,R,C,68,17
672386,2016,Alejandro Kirk,1998-11-06,"5' 8""",245,27,R,R,C,68,18
672386,2017,Alejandro Kirk,1998-11-06,"5' 8""",245,27,R,R,C,68,19
672386,2018,Alejandro Kirk,1998-11-06,"5' 8""",245,27,R,R,C,68,20
672386,2019,Alejandro Kirk,1998-11-06,"5' 8""",245,27,R,R,C,68,21
672386,2020,Alejandro Kirk,1998-11-06,"5' 8""",245,27,R,R,C,68,22
672386,2021,Alejandro Kirk,1998-11-06,"5' 8""",245,27,R,R,C,68,23
672386,2022,Alejandro Kirk,1998-11-06,"5' 8""",245,27,R,R,C,68,24
672386,2023,Alejandro Kirk,1998-11-06,"5' 8""",245,27,R,R,C,68,25
672386,2024,Alejandro Kirk,1998-11-06,"5' 8""",245,27,R,R,C,68,26
672386,2025,Alejandro Kirk,1998-11-06,"5' 8""",245,27,R,R,C,68,27
670242,2015,Matt Wallner,1997-12-12,"6' 4""",220,28,L,R,RF,76,18
670242,2016,Matt Wallner,1997-12-12,"6' 4""",220,28,L,R,RF,76,19
670242,2017,Matt Wallner,1997-12-12,"6' 4""",220,28,L,R,RF,76,20
670242,2018,Matt Wallner,1997-12-12,"6' 4""",220,28,L,R,RF,76,21
670242,2019,Matt Wallner,1997-12-12,"6' 4""",220,28,L,R,RF,76,22
670242,2020,Matt Wallner,1997-12-12,"6' 4""",220,28,L,R,RF,76,23
670242,2021,Matt Wallner,1997-12-12,"6' 4""",220,28,L,R,RF,76,24
670242,2022,Matt Wallner,1997-12-12,"6' 4""",220,28,L,R,RF,76,25
670242,2023,Matt Wallner,1997-12-12,"6' 4""",220,28,L,R,RF,76,26
670242,2024,Matt Wallner,1997-12-12,"6' 4""",220,28,L,R,RF,76,27
670242,2025,Matt Wallner,1997-12-12,"6' 4""",220,28,L,R,RF,76,28
664279,2015,Wagner Lagrange,1995-09-06,"5' 11""",187,30,R,R,RF,71,20
664279,2016,Wagner Lagrange,1995-09-06,"5' 11""",187,30,R,R,RF,71,21
664279,2017,Wagner Lagrange,1995-09-06,"5' 11""",187,30,R,R,RF,71,22
664279,2018,Wagner Lagrange,1995-09-06,"5' 11""",187,30,R,R,RF,71,23
664279,2019,Wagner Lagrange,1995-09-06,"5' 11""",187,30,R,R,RF,71,24
664279,2020,Wagner Lagrange,1995-09-06,"5' 11""",187,30,R,R,RF,71,25
664279,2021,Wagner Lagrange,1995-09-06,"5' 11""",187,30,R,R,RF,71,26
664279,2022,Wagner Lagrange,1995-09-06,"5' 11""",187,30,R,R,RF,71,27
664279,2023,Wagner Lagrange,1995-09-06,"5' 11""",187,30,R,R,RF,71,28
664279,2024,Wagner Lagrange,1995-09-06,"5' 11""",187,30,R,R,RF,71,29
664279,2025,Wagner Lagrange,1995-09-06,"5' 11""",187,30,R,R,RF,71,30
668709,2015,JJ Bleday,1997-11-10,"6' 2""",205,28,L,L,LF,74,18
668709,2016,JJ Bleday,1997-11-10,"6' 2""",205,28,L,L,LF,74,19
668709,2017,JJ Bleday,1997-11-10,"6' 2""",205,28,L,L,LF,74,20
668709,2018,JJ Bleday,1997-11-10,"6' 2""",205,28,L,L,LF,74,21
668709,2019,JJ Bleday,1997-11-10,"6' 2""",205,28,L,L,LF,74,22
668709,2020,JJ Bleday,1997-11-10,"6' 2""",205,28,L,L,LF,74,23
668709,2021,JJ Bleday,1997-11-10,"6' 2""",205,28,L,L,LF,74,24
668709,2022,JJ Bleday,1997-11-10,"6' 2""",205,28,L,L,LF,74,25
668709,2023,JJ Bleday,1997-11-10,"6' 2""",205,28,L,L,LF,74,26
668709,2024,JJ Bleday,1997-11-10,"6' 2""",205,28,L,L,LF,74,27
668709,2025,JJ Bleday,1997-11-10,"6' 2""",205,28,L,L,LF,74,28
669127,2015,Shea Langeliers,1997-11-18,"5' 11""",205,28,R,R,C,71,18
669127,2016,Shea Langeliers,1997-11-18,"5' 11""",205,28,R,R,C,71,19
669127,2017,Shea Langeliers,1997-11-18,"5' 11""",205,28,R,R,C,71,20
669127,2018,Shea Langeliers,1997-11-18,"5' 11""",205,28,R,R,C,71,21
669127,2019,Shea Langeliers,1997-11-18,"5' 11""",205,28,R,R,C,71,22
669127,2020,Shea Langeliers,1997-11-18,"5' 11""",205,28,R,R,C,71,23
669127,2021,Shea Langeliers,1997-11-18,"5' 11""",205,28,R,R,C,71,24
669127,2022,Shea Langeliers,1997-11-18,"5' 11""",205,28,R,R,C,71,25
669127,2023,Shea Langeliers,1997-11-18,"5' 11""",205,28,R,R,C,71,26
669127,2024,Shea Langeliers,1997-11-18,"5' 11""",205,28,R,R,C,71,27
669127,2025,Shea Langeliers,1997-11-18,"5' 11""",205,28,R,R,C,71,28
686773,2015,Max Smith,1997-03-10,"6' 1""",210,29,L,R,RF,73,18
686773,2016,Max Smith,1997-03-10,"6' 1""",210,29,L,R,RF,73,19
686773,2017,Max Smith,1997-03-10,"6' 1""",210,29,L,R,RF,73,20
686773,2018,Max Smith,1997-03-10,"6' 1""",210,29,L,R,RF,73,21
686773,2019,Max Smith,1997-03-10,"6' 1""",210,29,L,R,RF,73,22
686773,2020,Max Smith,1997-03-10,"6' 1""",210,29,L,R,RF,73,23
686773,2021,Max Smith,1997-03-10,"6' 1""",210,29,L,R,RF,73,24
686773,2022,Max Smith,1997-03-10,"6' 1""",210,29,L,R,RF,73,25
686773,2023,Max Smith,1997-03-10,"6' 1""",210,29,L,R,RF,73,26
686773,2024,Max Smith,1997-03-10,"6' 1""",210,29,L,R,RF,73,27
686773,2025,Max Smith,1997-03-10,"6' 1""",210,29,L,R,RF,73,28
681987,2015,Nate Eaton,1996-12-22,"5' 11""",200,29,R,R,OF,71,19
681987,2016,Nate Eaton,1996-12-22,"5' 11""",200,29,R,R,OF,71,20
681987,2017,Nate Eaton,1996-12-22,"5' 11""",200,29,R,R,OF,71,21
681987,2018,Nate Eaton,1996-12-22,"5' 11""",200,29,R,R,OF,71,22
681987,2019,Nate Eaton,1996-12-22,"5' 11""",200,29,R,R,OF,71,23
681987,2020,Nate Eaton,1996-12-22,"5' 11""",200,29,R,R,OF,71,24
681987,2021,Nate Eaton,1996-12-22,"5' 11""",200,29,R,R,OF,71,25
681987,2022,Nate Eaton,1996-12-22,"5' 11""",200,29,R,R,OF,71,26
681987,2023,Nate Eaton,1996-12-22,"5' 11""",200,29,R,R,OF,71,27
681987,2024,Nate Eaton,1996-12-22,"5' 11""",200,29,R,R,OF,71,28
681987,2025,Nate Eaton,1996-12-22,"5' 11""",200,29,R,R,OF,71,29
680118,2015,Dairon Blanco,1993-04-26,"6' 0""",200,33,R,R,CF,72,22
680118,2016,Dairon Blanco,1993-04-26,"6' 0""",200,33,R,R,CF,72,23
680118,2017,Dairon Blanco,1993-04-26,"6' 0""",200,33,R,R,CF,72,24
680118,2018,Dairon Blanco,1993-04-26,"6' 0""",200,33,R,R,CF,72,25
680118,2019,Dairon Blanco,1993-04-26,"6' 0""",200,33,R,R,CF,72,26
680118,2020,Dairon Blanco,1993-04-26,"6' 0""",200,33,R,R,CF,72,27
680118,2021,Dairon Blanco,1993-04-26,"6' 0""",200,33,R,R,CF,72,28
680118,2022,Dairon Blanco,1993-04-26,"6' 0""",200,33,R,R,CF,72,29
680118,2023,Dairon Blanco,1993-04-26,"6' 0""",200,33,R,R,CF,72,30
680118,2024,Dairon Blanco,1993-04-26,"6' 0""",200,33,R,R,CF,72,31
680118,2025,Dairon Blanco,1993-04-26,"6' 0""",200,33,R,R,CF,72,32
670868,2015,Abrahan Gutierrez,1999-10-31,"6' 1""",230,26,R,R,C,73,16
670868,2016,Abrahan Gutierrez,1999-10-31,"6' 1""",230,26,R,R,C,73,17
670868,2017,Abrahan Gutierrez,1999-10-31,"6' 1""",230,26,R,R,C,73,18
670868,2018,Abrahan Gutierrez,1999-10-31,"6' 1""",230,26,R,R,C,73,19
670868,2019,Abrahan Gutierrez,1999-10-31,"6' 1""",230,26,R,R,C,73,20
670868,2020,Abrahan Gutierrez,1999-10-31,"6' 1""",230,26,R,R,C,73,21
670868,2021,Abrahan Gutierrez,1999-10-31,"6' 1""",230,26,R,R,C,73,22
670868,2022,Abrahan Gutierrez,1999-10-31,"6' 1""",230,26,R,R,C,73,23
670868,2023,Abrahan Gutierrez,1999-10-31,"6' 1""",230,26,R,R,C,73,24
670868,2024,Abrahan Gutierrez,1999-10-31,"6' 1""",230,26,R,R,C,73,25
670868,2025,Abrahan Gutierrez,1999-10-31,"6' 1""",230,26,R,R,C,73,26
669741,2015,Bryant Packard,1997-10-06,"6' 3""",200,28,L,R,LF,75,18
669741,2016,Bryant Packard,1997-10-06,"6' 3""",200,28,L,R,LF,75,19
669741,2017,Bryant Packard,1997-10-06,"6' 3""",200,28,L,R,LF,75,20
669741,2018,Bryant Packard,1997-10-06,"6' 3""",200,28,L,R,LF,75,21
669741,2019,Bryant Packard,1997-10-06,"6' 3""",200,28,L,R,LF,75,22
669741,2020,Bryant Packard,1997-10-06,"6' 3""",200,28,L,R,LF,75,23
669741,2021,Bryant Packard,1997-10-06,"6' 3""",200,28,L,R,LF,75,24
669741,2022,Bryant Packard,1997-10-06,"6' 3""",200,28,L,R,LF,75,25
669741,2023,Bryant Packard,1997-10-06,"6' 3""",200,28,L,R,LF,75,26
669741,2024,Bryant Packard,1997-10-06,"6' 3""",200,28,L,R,LF,75,27
669741,2025,Bryant Packard,1997-10-06,"6' 3""",200,28,L,R,LF,75,28
680799,2015,Seth Gray,1998-05-30,"6' 3""",205,27,L,R,3B,75,17
680799,2016,Seth Gray,1998-05-30,"6' 3""",205,27,L,R,3B,75,18
680799,2017,Seth Gray,1998-05-30,"6' 3""",205,27,L,R,3B,75,19
680799,2018,Seth Gray,1998-05-30,"6' 3""",205,27,L,R,3B,75,20
680799,2019,Seth Gray,1998-05-30,"6' 3""",205,27,L,R,3B,75,21
680799,2020,Seth Gray,1998-05-30,"6' 3""",205,27,L,R,3B,75,22
680799,2021,Seth Gray,1998-05-30,"6' 3""",205,27,L,R,3B,75,23
680799,2022,Seth Gray,1998-05-30,"6' 3""",205,27,L,R,3B,75,24
680799,2023,Seth Gray,1998-05-30,"6' 3""",205,27,L,R,3B,75,25
680799,2024,Seth Gray,1998-05-30,"6' 3""",205,27,L,R,3B,75,26
680799,2025,Seth Gray,1998-05-30,"6' 3""",205,27,L,R,3B,75,27
665953,2015,Andrés Chaparro,1999-05-04,"6' 0""",200,27,R,R,1B,72,16
665953,2016,Andrés Chaparro,1999-05-04,"6' 0""",200,27,R,R,1B,72,17
665953,2017,Andrés Chaparro,1999-05-04,"6' 0""",200,27,R,R,1B,72,18
665953,2018,Andrés Chaparro,1999-05-04,"6' 0""",200,27,R,R,1B,72,19
665953,2019,Andrés Chaparro,1999-05-04,"6' 0""",200,27,R,R,1B,72,20
665953,2020,Andrés Chaparro,1999-05-04,"6' 0""",200,27,R,R,1B,72,21
665953,2021,Andrés Chaparro,1999-05-04,"6' 0""",200,27,R,R,1B,72,22
665953,2022,Andrés Chaparro,1999-05-04,"6' 0""",200,27,R,R,1B,72,23
665953,2023,Andrés Chaparro,1999-05-04,"6' 0""",200,27,R,R,1B,72,24
665953,2024,Andrés Chaparro,1999-05-04,"6' 0""",200,27,R,R,1B,72,25
665953,2025,Andrés Chaparro,1999-05-04,"6' 0""",200,27,R,R,1B,72,26
669722,2015,Logan Davidson,1997-12-26,"6' 3""",185,28,S,R,1B,75,18
669722,2016,Logan Davidson,1997-12-26,"6' 3""",185,28,S,R,1B,75,19
669722,2017,Logan Davidson,1997-12-26,"6' 3""",185,28,S,R,1B,75,20
669722,2018,Logan Davidson,1997-12-26,"6' 3""",185,28,S,R,1B,75,21
669722,2019,Logan Davidson,1997-12-26,"6' 3""",185,28,S,R,1B,75,22
669722,2020,Logan Davidson,1997-12-26,"6' 3""",185,28,S,R,1B,75,23
669722,2021,Logan Davidson,1997-12-26,"6' 3""",185,28,S,R,1B,75,24
669722,2022,Logan Davidson,1997-12-26,"6' 3""",185,28,S,R,1B,75,25
669722,2023,Logan Davidson,1997-12-26,"6' 3""",185,28,S,R,1B,75,26
669722,2024,Logan Davidson,1997-12-26,"6' 3""",185,28,S,R,1B,75,27
669722,2025,Logan Davidson,1997-12-26,"6' 3""",185,28,S,R,1B,75,28
672544,2015,César Izturis Jr.,1999-11-11,"5' 11""",145,26,S,R,SS,71,16
672544,2016,César Izturis Jr.,1999-11-11,"5' 11""",145,26,S,R,SS,71,17
672544,2017,César Izturis Jr.,1999-11-11,"5' 11""",145,26,S,R,SS,71,18
672544,2018,César Izturis Jr.,1999-11-11,"5' 11""",145,26,S,R,SS,71,19
672544,2019,César Izturis Jr.,1999-11-11,"5' 11""",145,26,S,R,SS,71,20
672544,2020,César Izturis Jr.,1999-11-11,"5' 11""",145,26,S,R,SS,71,21
672544,2021,César Izturis Jr.,1999-11-11,"5' 11""",145,26,S,R,SS,71,22
672544,2022,César Izturis Jr.,1999-11-11,"5' 11""",145,26,S,R,SS,71,23
672544,2023,César Izturis Jr.,1999-11-11,"5' 11""",145,26,S,R,SS,71,24
672544,2024,César Izturis Jr.,1999-11-11,"5' 11""",145,26,S,R,SS,71,25
672544,2025,César Izturis Jr.,1999-11-11,"5' 11""",145,26,S,R,SS,71,26
676782,2015,Mickey McDonald,1995-06-02,"6' 2""",175,30,L,R,CF,74,20
676782,2016,Mickey McDonald,1995-06-02,"6' 2""",175,30,L,R,CF,74,21
676782,2017,Mickey McDonald,1995-06-02,"6' 2""",175,30,L,R,CF,74,22
676782,2018,Mickey McDonald,1995-06-02,"6' 2""",175,30,L,R,CF,74,23
676782,2019,Mickey McDonald,1995-06-02,"6' 2""",175,30,L,R,CF,74,24
676782,2020,Mickey McDonald,1995-06-02,"6' 2""",175,30,L,R,CF,74,25
676782,2021,Mickey McDonald,1995-06-02,"6' 2""",175,30,L,R,CF,74,26
676782,2022,Mickey McDonald,1995-06-02,"6' 2""",175,30,L,R,CF,74,27
676782,2023,Mickey McDonald,1995-06-02,"6' 2""",175,30,L,R,CF,74,28
676782,2024,Mickey McDonald,1995-06-02,"6' 2""",175,30,L,R,CF,74,29
676782,2025,Mickey McDonald,1995-06-02,"6' 2""",175,30,L,R,CF,74,30
668952,2015,Ryan Kreidler,1997-11-12,"6' 3""",208,28,R,R,3B,75,18
668952,2016,Ryan Kreidler,1997-11-12,"6' 3""",208,28,R,R,3B,75,19
668952,2017,Ryan Kreidler,1997-11-12,"6' 3""",208,28,R,R,3B,75,20
668952,2018,Ryan Kreidler,1997-11-12,"6' 3""",208,28,R,R,3B,75,21
668952,2019,Ryan Kreidler,1997-11-12,"6' 3""",208,28,R,R,3B,75,22
668952,2020,Ryan Kreidler,1997-11-12,"6' 3""",208,28,R,R,3B,75,23
668952,2021,Ryan Kreidler,1997-11-12,"6' 3""",208,28,R,R,3B,75,24
668952,2022,Ryan Kreidler,1997-11-12,"6' 3""",208,28,R,R,3B,75,25
668952,2023,Ryan Kreidler,1997-11-12,"6' 3""",208,28,R,R,3B,75,26
668952,2024,Ryan Kreidler,1997-11-12,"6' 3""",208,28,R,R,3B,75,27
668952,2025,Ryan Kreidler,1997-11-12,"6' 3""",208,28,R,R,3B,75,28
656495,2015,Dalton Guthrie,1995-12-23,"5' 11""",160,30,R,R,LF,71,20
656495,2016,Dalton Guthrie,1995-12-23,"5' 11""",160,30,R,R,LF,71,21
656495,2017,Dalton Guthrie,1995-12-23,"5' 11""",160,30,R,R,LF,71,22
656495,2018,Dalton Guthrie,1995-12-23,"5' 11""",160,30,R,R,LF,71,23
656495,2019,Dalton Guthrie,1995-12-23,"5' 11""",160,30,R,R,LF,71,24
656495,2020,Dalton Guthrie,1995-12-23,"5' 11""",160,30,R,R,LF,71,25
656495,2021,Dalton Guthrie,1995-12-23,"5' 11""",160,30,R,R,LF,71,26
656495,2022,Dalton Guthrie,1995-12-23,"5' 11""",160,30,R,R,LF,71,27
656495,2023,Dalton Guthrie,1995-12-23,"5' 11""",160,30,R,R,LF,71,28
656495,2024,Dalton Guthrie,1995-12-23,"5' 11""",160,30,R,R,LF,71,29
656495,2025,Dalton Guthrie,1995-12-23,"5' 11""",160,30,R,R,LF,71,30
677347,2015,Kyren Paris,2001-11-11,"5' 10""",180,24,R,R,2B,70,14
677347,2016,Kyren Paris,2001-11-11,"5' 10""",180,24,R,R,2B,70,15
677347,2017,Kyren Paris,2001-11-11,"5' 10""",180,24,R,R,2B,70,16
677347,2018,Kyren Paris,2001-11-11,"5' 10""",180,24,R,R,2B,70,17
677347,2019,Kyren Paris,2001-11-11,"5' 10""",180,24,R,R,2B,70,18
677347,2020,Kyren Paris,2001-11-11,"5' 10""",180,24,R,R,2B,70,19
677347,2021,Kyren Paris,2001-11-11,"5' 10""",180,24,R,R,2B,70,20
677347,2022,Kyren Paris,2001-11-11,"5' 10""",180,24,R,R,2B,70,21
677347,2023,Kyren Paris,2001-11-11,"5' 10""",180,24,R,R,2B,70,22
677347,2024,Kyren Paris,2001-11-11,"5' 10""",180,24,R,R,2B,70,23
677347,2025,Kyren Paris,2001-11-11,"5' 10""",180,24,R,R,2B,70,24
676609,2015,José Caballero,1996-08-30,"5' 9""",190,29,R,R,SS,69,19
676609,2016,José Caballero,1996-08-30,"5' 9""",190,29,R,R,SS,69,20
676609,2017,José Caballero,1996-08-30,"5' 9""",190,29,R,R,SS,69,21
676609,2018,José Caballero,1996-08-30,"5' 9""",190,29,R,R,SS,69,22
676609,2019,José Caballero,1996-08-30,"5' 9""",190,29,R,R,SS,69,23
676609,2020,José Caballero,1996-08-30,"5' 9""",190,29,R,R,SS,69,24
676609,2021,José Caballero,1996-08-30,"5' 9""",190,29,R,R,SS,69,25
676609,2022,José Caballero,1996-08-30,"5' 9""",190,29,R,R,SS,69,26
676609,2023,José Caballero,1996-08-30,"5' 9""",190,29,R,R,SS,69,27
676609,2024,José Caballero,1996-08-30,"5' 9""",190,29,R,R,SS,69,28
676609,2025,José Caballero,1996-08-30,"5' 9""",190,29,R,R,SS,69,29
666728,2015,Carlos Soto,1999-04-27,"6' 1""",225,27,L,R,C,73,16
666728,2016,Carlos Soto,1999-04-27,"6' 1""",225,27,L,R,C,73,17
666728,2017,Carlos Soto,1999-04-27,"6' 1""",225,27,L,R,C,73,18
666728,2018,Carlos Soto,1999-04-27,"6' 1""",225,27,L,R,C,73,19
666728,2019,Carlos Soto,1999-04-27,"6' 1""",225,27,L,R,C,73,20
666728,2020,Carlos Soto,1999-04-27,"6' 1""",225,27,L,R,C,73,21
666728,2021,Carlos Soto,1999-04-27,"6' 1""",225,27,L,R,C,73,22
666728,2022,Carlos Soto,1999-04-27,"6' 1""",225,27,L,R,C,73,23
666728,2023,Carlos Soto,1999-04-27,"6' 1""",225,27,L,R,C,73,24
666728,2024,Carlos Soto,1999-04-27,"6' 1""",225,27,L,R,C,73,25
666728,2025,Carlos Soto,1999-04-27,"6' 1""",225,27,L,R,C,73,26
686780,2015,Pedro Pagés,1998-09-17,"5' 11""",245,27,R,R,C,71,17
686780,2016,Pedro Pagés,1998-09-17,"5' 11""",245,27,R,R,C,71,18
686780,2017,Pedro Pagés,1998-09-17,"5' 11""",245,27,R,R,C,71,19
686780,2018,Pedro Pagés,1998-09-17,"5' 11""",245,27,R,R,C,71,20
686780,2019,Pedro Pagés,1998-09-17,"5' 11""",245,27,R,R,C,71,21
686780,2020,Pedro Pagés,1998-09-17,"5' 11""",245,27,R,R,C,71,22
686780,2021,Pedro Pagés,1998-09-17,"5' 11""",245,27,R,R,C,71,23
686780,2022,Pedro Pagés,1998-09-17,"5' 11""",245,27,R,R,C,71,24
686780,2023,Pedro Pagés,1998-09-17,"5' 11""",245,27,R,R,C,71,25
686780,2024,Pedro Pagés,1998-09-17,"5' 11""",245,27,R,R,C,71,26
686780,2025,Pedro Pagés,1998-09-17,"5' 11""",245,27,R,R,C,71,27
656029,2015,Alexis Wilson,1996-08-13,"5' 10""",200,29,R,R,C,70,19
656029,2016,Alexis Wilson,1996-08-13,"5' 10""",200,29,R,R,C,70,20
656029,2017,Alexis Wilson,1996-08-13,"5' 10""",200,29,R,R,C,70,21
656029,2018,Alexis Wilson,1996-08-13,"5' 10""",200,29,R,R,C,70,22
656029,2019,Alexis Wilson,1996-08-13,"5' 10""",200,29,R,R,C,70,23
656029,2020,Alexis Wilson,1996-08-13,"5' 10""",200,29,R,R,C,70,24
656029,2021,Alexis Wilson,1996-08-13,"5' 10""",200,29,R,R,C,70,25
656029,2022,Alexis Wilson,1996-08-13,"5' 10""",200,29,R,R,C,70,26
656029,2023,Alexis Wilson,1996-08-13,"5' 10""",200,29,R,R,C,70,27
656029,2024,Alexis Wilson,1996-08-13,"5' 10""",200,29,R,R,C,70,28
656029,2025,Alexis Wilson,1996-08-13,"5' 10""",200,29,R,R,C,70,29
687867,2015,Clay Dungan,1996-06-02,"6' 0""",190,29,L,R,2B,72,19
687867,2016,Clay Dungan,1996-06-02,"6' 0""",190,29,L,R,2B,72,20
687867,2017,Clay Dungan,1996-06-02,"6' 0""",190,29,L,R,2B,72,21
687867,2018,Clay Dungan,1996-06-02,"6' 0""",190,29,L,R,2B,72,22
687867,2019,Clay Dungan,1996-06-02,"6' 0""",190,29,L,R,2B,72,23
687867,2020,Clay Dungan,1996-06-02,"6' 0""",190,29,L,R,2B,72,24
687867,2021,Clay Dungan,1996-06-02,"6' 0""",190,29,L,R,2B,72,25
687867,2022,Clay Dungan,1996-06-02,"6' 0""",190,29,L,R,2B,72,26
687867,2023,Clay Dungan,1996-06-02,"6' 0""",190,29,L,R,2B,72,27
687867,2024,Clay Dungan,1996-06-02,"6' 0""",190,29,L,R,2B,72,28
687867,2025,Clay Dungan,1996-06-02,"6' 0""",190,29,L,R,2B,72,29
678545,2015,Osleivis Basabe,2000-09-13,"5' 11""",197,25,R,R,SS,71,15
678545,2016,Osleivis Basabe,2000-09-13,"5' 11""",197,25,R,R,SS,71,16
678545,2017,Osleivis Basabe,2000-09-13,"5' 11""",197,25,R,R,SS,71,17
678545,2018,Osleivis Basabe,2000-09-13,"5' 11""",197,25,R,R,SS,71,18
678545,2019,Osleivis Basabe,2000-09-13,"5' 11""",197,25,R,R,SS,71,19
678545,2020,Osleivis Basabe,2000-09-13,"5' 11""",197,25,R,R,SS,71,20
678545,2021,Osleivis Basabe,2000-09-13,"5' 11""",197,25,R,R,SS,71,21
678545,2022,Osleivis Basabe,2000-09-13,"5' 11""",197,25,R,R,SS,71,22
678545,2023,Osleivis Basabe,2000-09-13,"5' 11""",197,25,R,R,SS,71,23
678545,2024,Osleivis Basabe,2000-09-13,"5' 11""",197,25,R,R,SS,71,24
